learning epoch:  1 ...
preds:  ['Expansion. Conjunction', 'Expansion.Conjunction', 'Temporal.Automotive.', 'Expansion.Conjunction.', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.level', 'Temporal.Acrometer Temporal.Anagramometer Temporal.Acrometer Temporal', 'Exxon-Level Expansion.Level', 'Expansion.Level', 'Temporary.Assile.', 'Expansion.Conjunction.', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.level', 'Expansion.Constant.Constant.Constant.Constant.Constant.']  | target:  ['Expansion.Conjunction', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Temporal.Asynchronous', 'Expansion.Level', 'Expansion.Level', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction']
preds:  ['Expansion.Conjunction', 'Comparison.', 'Expansion.', 'Expansion.', 'Expansion.Conjunction.', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.', 'Expansion.', 'Expansion. Level', 'Temporal.Synchronous', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction.', 'Expansion. Level: Expansion. Level: Expansion. Level: Expansion. Level:']  | target:  ['Expansion.Conjunction', 'Comparison.Contrast', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Temporal.Synchronous', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level']
preds:  ['Expansion.Conjunction', 'Comparison.cession', 'Expansion.Conjunction.', 'Contingency.Case.Case.Case.Case.', 'Temporal. Asynchronous', 'Expansion.Conjunction.', 'Expansion.Level: Expansion.Level: Expansion.Level: Expansion.Level:', 'Expansion.Level', 'Comparison. Comparison. Comparison. Comparison.', 'Comparison.', 'Contingency.Cause', 'Expansion. Level: Expansion.', 'Expansion.Level', 'Expansion. Level', 'Expansion.', 'Temporal.']  | target:  ['Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Conjunction', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Temporal.Asynchronous']
preds:  ['Temporal. Synchronous', 'Expansion.Level', 'Expansion.Level Expansion.', 'Expansion. Level.', 'Expansion.level.', 'Contency.Purpension.Purple.', 'Expansion.', 'Contingency.', 'Comparison.', 'Expansion. Conjunction', 'Contingency.', 'Expansion.Level Expansion', 'Temporal.Asynchronous.', 'Comparison.', 'Temporal.Asynchronous', 'Expansion.Level']  | target:  ['Temporal.Synchronous', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Contingency.Purpose', 'Expansion.Level', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Conjunction', 'Contingency.Condition', 'Expansion.Level', 'Temporal.Asynchronous', 'Comparison.Concession', 'Temporal.Asynchronous', 'Expansion.Level']
preds:  ['Expansion.level.', 'comparison.similarity', 'Expansion.', 'Expansion.level', 'Expansion.', 'Temporal. Asynchronous', 'Temporal.Astute.Astiff.Astiff.Astiff.A', 'Expansion.Convention', 'Detection. Detection. Detection. Detection.', 'Expansion.Instantiation', 'Expansion.', 'Expansion.Conjunction', 'Continency.Cause', 'Ingredients: Stainless steel Stainless steel Stainless steel Stainless steel Stainless steel Stainless steel Stainless steel', 'Expansion.Conjunction', 'Expansion.Conjunction']  | target:  ['Expansion.Level', 'Comparison.Similarity', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Comparison.Contrast', 'Expansion.Instantiation', 'Expansion.Level', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Purpose', 'Expansion.Conjunction', 'Expansion.Conjunction']
preds:  ['Expansion.Level', 'Expansion.Conjunction.', 'Expansion.', 'Expansion.level', 'Temporal.Asynchronous.', 'Temporal.Synchronous', 'Temporal.Synchronous', 'Exp.expansion.Level', 'Contingency.Cause', 'Expansion. Level', 'Contingency.', 'Expansion.Level Expansion.', 'Expansion.Equivalence', 'Expansion.Conjunction', 'Expansion.', 'Expansion.Level']  | target:  ['Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Temporal.Asynchronous', 'Temporal.Synchronous', 'Temporal.Synchronous', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Equivalence', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level']
preds:  ['Expansion.Level', 'Continge.Conscription.', 'Expansion.Level', 'Expansion.', 'Expansion.Level - Expansion.level - Expansion.Level - Expansion', 'Expansion.Conjunction', 'comparison.com', 'Expansion. Level', 'Expansion.Level.', 'Expansion.', 'Expansion.Level', 'Expansion.Conjunction', 'Contingency.Purbency.Purbency.Purbency.Purbency.', 'Expansion.Level', 'Expansion.', 'Expansion. Level: Expansion.']  | target:  ['Expansion.Level', 'Contingency.Condition', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction', 'Contingency.Purpose', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level']
preds:  ['Contingency.Cause', 'Expansion.', 'A comparison to a rematch is a rematch of a rematch of a ', 'Contingency.Cause', 'Expansion.', 'Expansion.', 'Contingency.', 'Expansion.Instantiation', 'Expansion.. Level', 'Temporal.Synchronous', 'Expansion.Conjunction', 'Expansion.', 'Comparison.Condition.Combat.Combat.Combat.Combat.Combat.Combat.Com', '           ', 'Contingency.Purpose', 'Expansion..level.']  | target:  ['Contingency.Cause', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Instantiation', 'Expansion.Level', 'Temporal.Synchronous', 'Expansion.Conjunction', 'Expansion.Level', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Purpose', 'Expansion.Level']
preds:  ['Expansion.', 'Contourency.Cause', 'Expansion. level', 'Expansion.', 'Expansion.Construction.', 'Expansion.', 'Expansion.', 'Expansion.', 'Expansion.Instantiation', 'Expansion.Conjunction', 'Comparison.', 'Expansion. Level.', 'Expansion.level', '           ', 'Expansion.Conjunction.', 'Contingency.']  | target:  ['Expansion.Level', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Instantiation', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Level', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause']
preds:  ['Expansion. Level', 'Expansion.Conjunction.', 'Expansion. Level', 'Explanation', 'Comparison.', '           ', 'Expansion.', 'Comparison.Conversation.Contribution.Conversation.Conversation.Conversation.Convers', 'Expansion.', 'Expansion.', 'it is conceivable that if it is true that it is not true that it is true that it is true', 'Expansion.Conjunction.Conjunction.Conjunction.', 'Expanction.', 'Expansion.', 'Expansion.Level', 'Contingency.Cause']  | target:  ['Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction', 'Comparison.Concession', 'Comparison.Concession', 'Expansion.Level', 'Comparison.Concession', 'Expansion.Level', 'Expansion.Conjunction', 'Contingency.Condition', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Contingency.Cause']
preds:  ['Expansion.Conjunction.', 'Contingency.Cause', 'Expansion.', 'Expansion.', 'Expansion. level', 'Expansion.Conjunction.', 'Expansion. Level.', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Exversion.Conjunction.', 'Contingency.', '- - - - - - - - - - - -', 'Expansion.Conjunction', "It's a good idea, but it doesn't mean it's a good idea.", 'Comparison.', 'Expansion.Conjunction']  | target:  ['Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Manner', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Conjunction', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Conjunction']
preds:  ['Expansion.Level.', 'Expansion.Level.Leveling.Leveling.Levels.Leveling.Leveling.Levels.', 'Expansion.Conjunction', 'Contingency.', 'Contingency.', 'Expansion.level: Expansion.level: Expansion.level: Expansion.level:', 'Comparison.Consume.Consumer.Consume.Consumer.Consumer.Consum', 'Temporal.Synchronous', 'Expansion.Conjunction', 'expansion.-level expansion.-level expansion.-level expansion.-level expansion.-level expansion.-level', 'Expansion.Conjunction.', 'Comparison: Comparison. Comparison: Comparison.', 'Expansion.Substitution', 'Expansion.level.', 'Expansion.Conjunction', 'Combination Expansion.Conjunction Expansion.Conjunction Expansion.Conjunction.']  | target:  ['Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Level', 'Comparison.Concession', 'Temporal.Synchronous', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Substitution', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction']
preds:  ['Expansion.', 'Expansion.', 'Expansion.level', 'comparison. Similarity', "if you're a fan of sex, you're not going to be a fan of", 'Expansion. Level.', 'Expansion. Conjunction', 'Expansion.Contribution', 'Comparison.Conference.com', 'Contingency.Purpose', 'Expansion. Level.', 'Expansion.Conjunction', 'Comparison.Concincision.Concincision.Concincision.Concincision.Conc', 'Expansion.Conjunction', 'Temporal.Synchronous', 'Contingency.']  | target:  ['Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Comparison.Similarity', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Purpose', 'Expansion.Level', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Conjunction', 'Temporal.Synchronous', 'Contingency.Cause']
preds:  ['Expansion.level', 'Expansion.Level', 'Expansion.level Expansion.level', 'Level. Level. Level. Level. Level. Level. Level. Level. Level. Level. Level. Level.', 'Expansion.Conjunction', 'Contingency.Condition', 'comparison - competition - competition - competition - competition - competition - competition - competition -', 'Expansion.', 'Expansion. Conjunction.', '           ', 'Expansion.Conjunction', '           ', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction.', 'Contingency.Cause']  | target:  ['Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Contingency.Condition', 'Comparison.Concession', 'Expansion.Level', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Conjunction', 'Comparison.Similarity', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause']
preds:  ['Expansion.Level.', 'Expansion. Conjunction.', 'Expansion.Conjunction', 'Expansion.Conjunction.', 'Contingency.Cause', 'Comparison.', 'Comparison.Contribution.Contribution.Contribution.Contribution.Contribution.Contribu', 'Expansion.Conjunction', 'Expansion. Level', 'Comparison, comparison, comparison, variation, comparison, comparison, comparison, comparison, comparison, comparison, comparison, comparison,', 'Expansion. Level.', 'Expansion.level', 'Temporal.Asynchronous.', 'Comparison. Competition.', 'Expansion.Conjunction', 'Expansion.Level']  | target:  ['Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause', 'Comparison.Concession', 'Comparison.Concession', 'Expansion.Conjunction', 'Expansion.Level', 'Comparison.Concession', 'Expansion.Level', 'Expansion.Level', 'Temporal.Asynchronous', 'Comparison.Concession', 'Expansion.Conjunction', 'Expansion.Level']
preds:  ['Expansion.', 'Expansion.Level', 'Contingency.', 'Expansion.Conjunction', 'Expansion./Instantiation', 'Expansion.Conjunction', 'Ingredients: baking powder, baking powder, baking soda, baking soda, baking soda, baking soda, baking soda,', 'Contingency.Cause', '-Level - Floors - Levels - Levels - Floors - Floors ', 'Expansion.Conjunction', 'Comparison.Concession.', 'Expansion.Level', 'Expansion. Level', 'Contour.Cabinet.Cause.', 'Expansion.Contribution.', 'Temporal. Synchronnous']  | target:  ['Expansion.Level', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Instantiation', 'Expansion.Conjunction', 'Contingency.Purpose', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Level', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Conjunction', 'Temporal.Synchronous']
preds:  ['Comparison. Similarity.', 'Expansion. Conjunction', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency. Purpose.', 'Expansion.Level', 'Expansion.level. Expansion.', 'Contingency.', 'Expansion. Instantiation', 'Expansion. Level.', 'Comparison.Contribution.Contribution.Contribution.Contribution.Contribution.Contribu', 'Comparison. Competition.', 'Expansion. Manner', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Comparison. Concession']  | target:  ['Comparison.Similarity', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Purpose', 'Expansion.Level', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Instantiation', 'Expansion.Level', 'Comparison.Concession', 'Comparison.Concession', 'Expansion.Manner', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Comparison.Concession']
preds:  ['Expansion. Level', 'Expansion. Level.', 'Contingency.', 'Expansion.Level.', 'Expansion. Level', 'Expansion.Level', 'Expansion.level', 'Temporal.Synchronous', 'Expansion.', 'Comparison. Comparison. Concession. Comparison. Comparison. Concession. Comparison. Concession. Concession. Comparison.', 'Expansion.Level', 'Comparison.', 'Expansion. Disjunction', 'Temporal.Asynchronous', 'elevation rise. Level. Level rise. Level rise. Level rise. Level rise. Level rise. Level rise. Level', 'Expansion.Level']  | target:  ['Expansion.Level', 'Expansion.Level', 'Contingency.Purpose', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Temporal.Synchronous', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Level', 'Comparison.Concession', 'Expansion.Disjunction', 'Temporal.Asynchronous', 'Expansion.Level', 'Expansion.Level']
preds:  ['Contingency.', 'During the second half of the second half of the second half of the second half of the second half of the second', 'Contingency.Purpose', 'Contency.Cause', 'Expansion.Conjunction', 'Expansion.Level', 'Contingency.', 'Expansion.Conjunction', 'Expansion.', 'Expansion.level.', 'Comparison.Convention', 'Temporal.Asynchronous.', 'Expansion.Level.', 'Temporal.Asynchronous.', 'Contingency.', 'Expansion. Conjuncture']  | target:  ['Contingency.Purpose', 'Comparison.Concession', 'Contingency.Purpose', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Level', 'Contingency.Purpose', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Comparison.Concession', 'Temporal.Asynchronous', 'Expansion.Level', 'Temporal.Asynchronous', 'Contingency.Purpose', 'Expansion.Conjunction']
preds:  ['Expansion.Disjunction.', 'Temporal.Asynchronous', 'Comparison.Concluss', 'Expansion.', 'Expansion.Conjunction', 'Contination.', 'Expansion.Level', 'Expansion.', 'Contingency.', 'Expansion.Conditional Expansion.Conditional Expansion.Conditional Expansion', 'Expansion. Instantiation', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion. level.', '           ', 'Expansion.level']  | target:  ['Expansion.Disjunction', 'Temporal.Asynchronous', 'Comparison.Concession', 'Expansion.Level', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Instantiation', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Comparison.Concession', 'Expansion.Level']
preds:  ['Expansion.Conjunction.', 'Temporal', 'Expansion.Level.', 'Expansion.Level', 'Expansion.Conjunction.Conjunction.', 'Expansion.', 'Expansion.Level', 'Expansion.', 'Expansion.Level', 'Expansion.', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.level', 'Temporal.Arc.', 'Expansion.Level']  | target:  ['Expansion.Conjunction', 'Temporal', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Level', 'Temporal.Asynchronous', 'Expansion.Level']
preds:  ['trapping encyclosures.', 'Contingency.', 'Expansion.Level', 'Contingency.', 'Expansion. Level: Expansion. Level: Expansion. Level: Expansion. Level:', 'Expansion.', 'Comparison.', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion. Level. Level. Level. Level. Level. Level. Level. Level. Level. Level.', 'Expansion.Comparation.Comparation.Comparation.Comparation.Comparation.', 'Expansion.Conjunction', 'Expansion. Level', 'Expansion.Level', 'Expansion.Conjunction']  | target:  ['Contingency.Purpose', 'Contingency.Negative', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction']
preds:  ['Expansion.Conjunction', 'Expansion.Conjunction.', 'Temporal.Synchronous', 'Expansion.Conjunction', 'Comparison. Concession', 'Contingency.Purpose', 'Expansion.Conjunction', 'Extraction.Conjunction', 'Expansion. Level', 'Comparison.com comparison.com comparison.com comparison.com comparison.com comparison.com comparison.com comparison.com', '           ', 'Expansion.Conjunction', 'Expansion.Conjunction', 'A comparison between the two is a reversal comparison between the two pairs.', '           ', 'Expansion.']  | target:  ['Expansion.Conjunction', 'Expansion.Conjunction', 'Temporal.Synchronous', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Purpose', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Comparison.Concession', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Comparison.Contrast', 'Comparison.Concession', 'Expansion.Level']
preds:  ['Expansion. Level.', 'Expansion..Conjunction', 'Comparison.', 'Comparison.', 'Expansion.Conjunction', 'Synchronous', 'Expansion.Conjunction.', 'Expansion. Level', 'Expansion.Level', 'Expansion.Conjunction.', 'Expansion.Conjunction', 'Expansion. Conjunction', 'Comparison.Condition.com Comparison.Condition.com', 'Contingency. Purpose', 'Expansion. Level.', 'QAP. Hypophora']  | target:  ['Expansion.Level', 'Expansion.Conjunction', 'Comparison.Concession', 'Comparison.Concession', 'Expansion.Conjunction', 'Temporal.Synchronous', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Purpose', 'Expansion.Level', 'QAP.Hypophora']
preds:  ['comparison.Simple comparison.Similarity.Simple comparison.Similarity.', 'Expansion.', 'Expansion.Level Expansion.Level Expansion.Level Expansion.Level', 'Expansion. Level', 'Temporary.Asynchronous.', 'Comparison.', 'Expansion. Level.', 'Expansion.Consumption.', 'Expansion.Level', 'Temporal.Synchronous', 'Comparison of the two eagles and the lions is a comparison of the two ea', 'Comparison. Concessions. Comparison. Concessions. Concessions. Concessions', 'Temporal.', 'Temporal.Asynchronous', 'Comparison.Concession.Convention.Convention.Convention.Convention.Convention.Convention.Con', 'Comparison.']  | target:  ['Comparison.Similarity', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Temporal.Asynchronous', 'Comparison.Concession', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Temporal.Synchronous', 'Comparison.Concession', 'Comparison.Concession', 'Temporal.Synchronous', 'Temporal.Asynchronous', 'Comparison.Concession', 'Comparison.Concession']
preds:  ['Expansion.', 'Expandae.Conjunctions', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.', 'Expansion.', 'Expansion. Level.', "it's true that it's true that it's true that it's true that it's true", 'Expansion.Conjunction.', 'Expansion. Conjunction.', 'Contingency.', 'Exceptions are not included in the resistance description provided in the resistance description.', '.Consuming.Consuming.Consuming..Consuming.', 'Expansion. Instantiation. Instantiation. Instantiation. Ins', 'Expansion.Conjunction', 'Comparison - Comparison - Comparison - Comparison - Comparison - Comparison - Comparison - Comparison -']  | target:  ['Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Condition', 'Comparison.Concession', 'Expansion.Instantiation', 'Expansion.Conjunction', 'Comparison.Concession']
preds:  ['Comparison. Comparison.Condition.Convention.Conction.Condition.Condition.Condition.Condition', 'Contingency.Cause', 'Expansion.Level.', 'Temporal.Asynchronous', 'Expansion.Compansion.Compansion.Compansion.Compansion.Compansion.', "if you have a lot of work to do, you'll be able to get a lot of", 'Expansion.Level', 'Contingency.Cause', 'Expansion.Conjunction.Conjunction', 'Expansion.Level', 'Temporal.Astrial.Astrial.Astrial.Astrial.A', 'Contingency.Cause', 'Expansion.Conjunction.', 'Expansion. Level.', 'Expansion.Level', 'Expansion.Conjunction']  | target:  ['Comparison.Concession', 'Contingency.Cause', 'Expansion.Level', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Purpose', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Level', 'Temporal.Asynchronous', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction']
preds:  ['Expansion.Conjunction', 'Expansion. Level.', 'Temporal. Synchronous', 'Expansion.', 'Expansion.Construction.Construction.Construction.Construction.Construction.', 'Expansion.', 'Expansion.', 'Expansion.Conjunction', 'Comparison.Construction.Construction.Construction.Construction.Construction.Cons', 'Contingency.Cause', 'Expansion. Level', 'Expansion. Level.', 'Comparison.Constitution.Compliance.Constitution.Compliance.Compliance.Compliance.', 'Temporal. Synchronous', 'Comparison.', 'Expansion.level: Expansion.level: Expansion.level: Expansion.level:']  | target:  ['Expansion.Conjunction', 'Expansion.Level', 'Temporal.Synchronous', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Level', 'Comparison.Concession', 'Temporal.Synchronous', 'Comparison.Contrast', 'Expansion.Level']
preds:  ['Temporal.Synchronous.', 'Expansion.Conjunction', 'Expansion.Level. Expansion.', 'Expansion.Disjunction.', 'Expansion.Level Expansion.Level Expansion.Level Expansion.Level Expansion.', 'Expansion. Level.', 'Continency.Cause.', 'Expansion.Conversation.Conversion.Conversation.Conversation.Conversation.Con', 'Expansion. Level', 'Expansion.Level', 'Expansion.Conjunction', 'Auxiliaries with balconies and terraces.', 'Expansion. Conjunction', 'Expansion.Conjunction', 'Expansion.level', 'Expansion.Level.']  | target:  ['Temporal.Synchronous', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Disjunction', 'Expansion.Level', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level']
preds:  ['Contingency.Cause', 'Expansion.Conjunction', 'Expansion. level', 'Contingency.', 'Contingency.', 'Expansion.Conjunction.', 'Expansion. Level', 'Expansion.Level', 'Expansion.Conjunction.', 'Expansion.', 'Expansion. Level.', 'Contingency.Purpose', 'Expansion.Level', 'Expansion.', 'Expansion.Conjunction', 'Contingency.']  | target:  ['Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Level', 'Contingency.Purpose', 'Contingency.Condition', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Contingency.Purpose', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Contingency.Cause']
preds:  ['Expansion.', 'Expansion. Level.', 'Expansion.Equivalence', 'Expansion.Local Expansion.Local Expansion.Local Expansion', 'Expansion. Conjunction.', 'Expansion.Conjunction.', 'Expansion.Conjunction.', 'Expansion.Manner', 'Expansion.', 'Expansion. level.', 'Temporal.', 'Expansion. Level.', 'Expansion.', 'Expansion.Level: Expansion.Level: Expansion.Level: Expansion.Level:', 'Level of Expansion.Level of Expansion.Level of Expansion.Level of Expansion.', 'Contingency.Cause']  | target:  ['Expansion.Conjunction', 'Expansion.Level', 'Expansion.Equivalence', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Manner', 'Expansion.Conjunction', 'Expansion.Level', 'Temporal.Synchronous', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Contingency.Cause']
preds:  ['Expansion.Contribution', 'Expansion.level', 'Expansion.Level.', 'Expansion. Conjunction', 'Expansion. Conjunction', 'Expansion.Level', 'Temporal.Automatic.Automatic.Automatic.Automatic.Automatic.Automatic.Automatic.', 'Expansion.Level', 'Containing.Cause Containing.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Expansionsion.Level.', 'Expansion.', 'Comparison.Concession', 'Contingency.', '           ']  | target:  ['Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Temporal.Asynchronous', 'Expansion.Level', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Level', 'Expansion.Level', 'Comparison.Concession', 'Contingency.Cause', 'Comparison.Concession']
preds:  ['Expansion.Level.', 'Expansion.Conjunction', 'Expansion.', 'Comparison.', 'Expansion. Instantiation.', 'Expansion.', '           ', 'Expansion.Level', 'Comparison.', 'Expansion.Level', 'Expansion.level', 'Contency.Cause', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Disjunction', 'Expansion; Expansion; Disjunction;']  | target:  ['Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Comparison.Contrast', 'Expansion.Instantiation', 'Expansion.Conjunction', 'Comparison.Contrast', 'Expansion.Level', 'Comparison.Concession', 'Expansion.Level', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Disjunction', 'Expansion.Disjunction']
